id	tweet	subtask_a	subtask_b	subtask_c
51261	  Congrats on your bravery	NOT	NULL	NULL
75861	 He should worry about himself. The fast and furious scandal etc..	NOT	NULL	NULL
96859	  pathetic	OFF	TIN	IND
14263	  Guess who is really perpetuating all this garbage??  LIBERALS	OFF	TIN	GRP
98375	 I am a democrat. Many do. I believe in gun control. Gun safety. But I believe in the 2nd amendment	NOT	NULL	NULL
93086	 She is so frickin adorable	NOT	NULL	NULL
57039	 M'eh.. I bet you are easily the prettiest thing there! 😉😁	NOT	NULL	NULL
41272	"#conservatives everywhere in my small red town, kids need to be spanked and put #God first. They need to know consequences!"". Also them, ""#BrettKavanuagh shouldn't be held responsible for something he did at 17!! #Hypocrites  how do sleep at night?"""	OFF	TIN	GRP
43987	"   Politically neutral"" yeah sure buddy, i mean most milquetoast conservatives, even the never trump ones agree with Trump's policies, and the whole gay marriage and abortion seems like the bare minimum"""	NOT	NULL	NULL
28949	  Why is this crook walking free?	OFF	TIN	IND
98020	  You may be able to reconnect now. Mind trying for us? 🤞	NOT	NULL	NULL
58504	  love everything you are doing including you yourself. Your voice vibe body sound flow is all awesome and yummy. Will be waiting for the next song u make. Good luck on your journey.	NOT	NULL	NULL
62195	 Total psyop at this point to anger liberals and keep them divided so they dont leave their sorry ass party.	OFF	TIN	GRP
15635	 Wow you are actually terrible. Imagine being proud of getting people in a disaster zone finding water arrested.   The store owner didn't want them arrested and you are an awful person.	OFF	TIN	IND
52122	  Word cause her music SLAPS THERE'S NO REASON SHE SHOULDN'T BE SELLING OUT BIG ASS SHOWS (idk if she is or isn't but she DESERVES)	OFF	TIN	IND
48011	 She is incredible.	NOT	NULL	NULL
31570	 Russia had Ivan the Terrible. FSU has Willie the Terrible. He is to FSU what Bitch Rod was to Michigan and Tango Charlie was to Texas. We pay this piece of shit $5 million to put up 10 points against our first two FBS opponents. Even Western Michigan scores 41 against Syracuse.	OFF	TIN	OTH
12206	 Wow...mid way through 2018 and Theresa May and the Conservatives discover that Social housing exists	NOT	NULL	NULL
86424	                                                  I DO HOPE Whomever that works at twitter (That likes to cause Hell IT BACKFIRES ON THEM)	NOT	NULL	NULL
12842	  Doubling down was absolutely stupid. You never double down on a pair of eights!	OFF	TIN	IND
35113	 So my guess is she is getting low numbers!	NOT	NULL	NULL
76477	#StopKavanaugh #Sendhim home #   Kavanaugh Allegation: Conservatives Go Soft on Teen Crime URL #SmartNews	NOT	NULL	NULL
57718	"    The Republicans have no sign of having a plan for any of that. And Fuck Trump"", considering his failure, is a legitimate platform. It's better than the Republican sure-tragedy alternative."""	OFF	TIN	IND
66941	 If anyone knows anything please help she's going to end her life or she is already gone but if you know anything please URL	NOT	NULL	NULL
81511	 Two prominent backwards conservatives removed from Texas education.  Looks like they're as blind deaf and dumb as Helen Keller once was.	OFF	TIN	IND
93438	  Mueller will be fired after we win the mid terms	NOT	NULL	NULL
59744	 Hey Jim...who is that chick that likes to carry images of the   decapitated?  You two should meet maybe?  SMH	NOT	NULL	NULL
22166	 Always remember that you are a rockstar.	NOT	NULL	NULL
16729	    The issue is her volatile temper-she once threatened a lineswoman. Clearly the $10.5k penalty imposed was not harsh enough because she is a repeat offender. If you get caught speeding/jaywalking and are fined-odds are you think twice before doing it again	NOT	NULL	NULL
23087	  I believe he is formerly law enforcement before a career change.	NOT	NULL	NULL
22703	 Ppl that are multimillion dollar Socialist Liberals from New York. Ya no problem.	NOT	NULL	NULL
94516	"  And Lambda would be on the lower end, as others are saying on the high end is trying for influence.  Anyway, you are right in that I wasn't using better investment"" exclusively from a $ return PoV, but from a ""quality of life return"" PoV... some of that is money but not all."""	NOT	NULL	NULL
56017	      Since you're in the medical field I'm sure you are very knowledgeable	NOT	NULL	NULL
52806	 Do you think if we let the ECB handle Brexit &amp; the Conservatives handle this new tournament they might actually make less of a mess of them both?	NOT	NULL	NULL
96893	 A recycled tweet to stir the passions of men who watch porn and strangely insult the women who make it.  Well done BB.	NOT	NULL	NULL
82720	 Lowest unemployment rate ever recorded for Hispanic Asian &amp; African Americans more jobs  highest wage growth since the 1950s highest American employment ever in America history Lower taxes more educational opportunities. wecall that #winning #MAGA  #QAnon  URL URL	NOT	NULL	NULL
20538	      The fine people he was referring to were the military vets &amp; others who had a legal permit to protest the removal of a historical statue. That isn’t good enough? By your standards the counter protesters were all Antifa.	NOT	NULL	NULL
48603	  Oh for heaven's sake. 🙄	NOT	NULL	NULL
30076	  Time will tell. Not the type to jump on the lefty bandwagon and demonize someone until they have had a fair chance. His policies will either be a huge failure like the liberals and result in losing the next election or they will be a success and ontario will dig out of the hole	OFF	TIN	IND
99682	 Brennan still has the sniffles over Cecil the Lion.	NOT	NULL	NULL
47077	                                                 John Moore Called it.   URL	NOT	NULL	NULL
41523	  Irish will not like my tweet at all... But why was Ireland nuetral in WWII??  So Bono gives a NAZI salute...yawn.nothing new.	OFF	UNT	NULL
39286	   Nothing Russia ..case closed ..Yawn! #maga	NOT	NULL	NULL
96114	  And that's where you are seeing what you want to see. You think these people want to look manly and powerful. I see them expressing solidarity. what a useless thing to mock.	OFF	TIN	GRP
83263	 Stale	NOT	NULL	NULL
84050	   Hahah can you ask her do the same with other books bible or quran??? Then you will see.. May be she is part of urban naxal	NOT	NULL	NULL
86091	 Democrats suffering from Trump Derangement Syndrome are desperate. Their dirty tricks won't work and the end is inevitable.   #MAGA  #TDS  #WalkAwayFromDemocrats2018 URL	OFF	TIN	IND
30430	  Chills' GOAT levels have rendered Kal's basic human communication capabilities completely useless.  This goes to show how powerful of a unit he is.	NOT	NULL	NULL
66549	            He has been attending meetings regularly so maybe we should consider her for Polit Bureau✊🏿🌽✊🏿 URL	NOT	NULL	NULL
45920	 For the hol tl to see😭. That’s tht Big Dick energy 💯	OFF	TIN	IND
51839	 Eric u got alot of balls ...	OFF	TIN	IND
14533	 Happy Birthday Delaney! I hope you are enjoying college and we miss you.	NOT	NULL	NULL
53755	" YUP.  Liberals (by which I mean fans of Liberal Democracy"") are all too happy to let everyone else around them die as long as they maintain a comfortable existence. It's a fucking disgrace.  We need to get the ball rolling on serious Socialist organizing if we are to survive."""	NOT	NULL	NULL
41303	 Canadian who came to and made good in US now disrespects those who serve and have served our country.  Appreciation?	NOT	NULL	NULL
81503	  He is a total phony.	OFF	TIN	IND
20761	 launching her campaign in #Mississauga She is working for a more socially and economically responsible city! URL	NOT	NULL	NULL
22948	     I've noticed that the 'capitalist' idea of individual rights never extends to the rights of individual to act in concert with other individuals towards a common goal (socialism).  Capitalism assumes that everything we do is selfish and profit-driven.	NOT	NULL	NULL
40598	 You are a great fillin for 	NOT	NULL	NULL
41445	   He is the best Warrior 🤷🏾‍♂️	NOT	NULL	NULL
19126	6 Reasons Your Right-Wing Friend Isn’t Budging On Gun Control URL	OFF	TIN	IND
60951	  I could only call Corbyn out on antisemitism if I believed he was in any way racist. I just haven't seen anything to believe it. Antisemitism has gone down under his leadership and will continue to do so. The conservatives have just shown they actively support it.	NOT	NULL	NULL
27314	 Good.	NOT	NULL	NULL
97889	 This message was approved by #antifa #pussyhats #BLM	NOT	NULL	NULL
78713	    If the justice system is working against American values then the results of this graph would be a badge of HONOR for our great President and his supporters! Stop the liberals dead in their tracks! #NotBakingYourCake #ProudToLoveJesus	NOT	NULL	NULL
29814	 Northern Ireland was explicitly designed so the British establishment could stop paying attention to Ireland. They’ve been indifferent since 1921.	OFF	TIN	OTH
94132	 Shows the world just how useless and ineffective you are.. You little whiny brat.. Why not go cry in the corner with what's his nuts??? Oh yeah... Acosta	OFF	TIN	IND
32705	 More misleading nonsense. It’s like you are incapable of straight News. Fake through and through.	OFF	TIN	OTH
40695	 This not not antifa....it's a bunch of cry babies in Toronto.	NOT	NULL	NULL
12914	" Keep It coming my Dear President Obama!  Your words are powerful because of the Stellar man that you are.  I sometimes think that he is more of Prophet"" than a President in all the wise words he thinks about and speaks about.♥"""	NOT	NULL	NULL
23745	 I wish I could join a server without disconnecting...	NOT	NULL	NULL
52849	   What a piece of shit	OFF	TIN	IND
98361	   he should withdraw.he is hurtng gop chances I URL is a credible person.the judge is suspect	NOT	NULL	NULL
63934	  Wishing you even more success in the future brave  you are really a true ambassador of Pakistan. bless you  thank you.	NOT	NULL	NULL
88245	  Do any Dems/libs have a real job?? They sure have a lot of free time!!	NOT	NULL	NULL
91237	   He is a biased liberal like most media types they still don't realize people have tuned them out long ago. They won't talk about 15 yrs of lieberal scandals/rising debt but reducing 22 council jobs will make them mad!	NOT	NULL	NULL
82666	 He is telling you he knows where his bum is. Writes “ass” with his bottom. What more proof of higher intelligence do you need?	OFF	TIN	IND
33891	 But when Moochelle&amp; Obama did it??? Meh	NOT	NULL	NULL
11463	   I have to believe this is a code for signaling pedos &amp; rapists world wide to do the Antifa peaceful protest.	NOT	NULL	NULL
96896	 Another person that should be blocked is @ CamilleKruger42. This person isn't vulgar but has some sort of agenda where he\she is copy &amp; pasting every one of Ed's tweets &amp; passing them off as their own. EVERY SINGLE TWEET. It's sick &amp; creepy.	NOT	NULL	NULL
77332	 Twitter is becoming tumblr 2013 and I am fucking terrified	OFF	UNT	NULL
83574	 not at all! :)	NOT	NULL	NULL
40253	" Fascism of the right is fully represented by the  and protected by the  who hold the left"" to account with their threats to tax havens."""	NOT	NULL	NULL
97272	    ☝️What “Trumptards” will be doing to dirty liberals in November.   I was patient at first but now it’s clear the left has absolutely zero intention of playing by the rules. I hope President Trump CRUSHES your joke of a party under the fullest extent of the law.	OFF	TIN	GRP
48976	 It’s either they lookin for shit for somebody else or they creeps 😂	OFF	TIN	GRP
19750	 If gun control worked Chicago would be a safe place to live	NOT	NULL	NULL
18398	 your heart is beautiful Your interior is wonderful. You are wonderful❤️❤️❤️❤️🧡🧡💜💜🌹🌹🌹🌹🌹💥✨✨✨⭐️⭐️	NOT	NULL	NULL
51763	 I wish liberals would keep their promises	NOT	NULL	NULL
25487	 Bet your butt.	OFF	TIN	IND
13575	    That makes no sense. Try again. #MAGA🍄 URL	NOT	NULL	NULL
34816	"    This year will go down in history. For the first time a civilized nation has full gun registration! Our streets will be safer, our police more efficient, and the world will follow our lead into the future! — Adolf Hitler, 1935 All gun control starts with safety"". It's all bs."""	NOT	NULL	NULL
83264	  has the same lack of morals as her mother! Abortion is murder!	OFF	TIN	IND
15839	 It's amazing how low  you liberals will go to suit your political agenda. Don't believe you one bit. Have a good feeling you will pay the price for this . Produce some evidence	OFF	TIN	IND
84280	"  Democrats want more Gun Control!  I say,   Just go to the range and practice,..  you'll get better "" URL"	OFF	TIN	GRP
